log_age	Z	fraccion_M_star
7.28	0.05	0.9578562866130044
7.30	0.05	0.9566898058299
7.34	0.05	0.954205800948909
7.38	0.05	0.9516717958049746
7.41	0.05	0.9502184446945852
7.45	0.05	0.9481099833782911
7.48	0.05	0.9464424681394386
7.51	0.05	0.9446233047495572
7.53	0.05	0.9433887054811948
7.56	0.05	0.941421606024201
7.58	0.05	0.9400307170829135
7.60	0.05	0.9385588316899163
7.62	0.05	0.9373513328583388
7.64	0.05	0.9361504981603315
7.66	0.05	0.9349610453000731
7.68	0.05	0.9336657418140692
7.70	0.05	0.9323809101029537
7.74	0.05	0.9295521427311036
7.78	0.05	0.927446440935744
7.81	0.05	0.9255569637702906
7.85	0.05	0.9228894618255133
7.87	0.05	0.9214938598112157
7.90	0.05	0.9192804512630108
7.93	0.05	0.9169344383802946
7.95	0.05	0.915305209322256
7.98	0.05	0.9131192165964679
8.00	0.05	0.9118033192789943
8.30	0.05	0.888727375632059
8.48	0.05	0.8733455674721187
8.60	0.05	0.8612011126884372
8.70	0.05	0.8511102468485732
8.78	0.05	0.8421864706366073
8.85	0.05	0.8338123585497217
8.90	0.05	0.8280241134632461
8.95	0.05	0.8218189736289274
9.00	0.05	0.8151631151555587
9.18	0.05	0.773556475242916
9.30	0.05	0.7624704088718678
9.40	0.05	0.7456918926544464
9.48	0.05	0.7329003879265846
9.54	0.05	0.7229412500995537
9.60	0.05	0.7114050054951839
9.65	0.05	0.6911747478565341
9.70	0.05	0.6828912751537695
9.74	0.05	0.6867592999194168
9.78	0.05	0.679770403845943
9.81	0.05	0.6744659695267335
9.85	0.05	0.6671090324932061
9.90	0.05	0.6578039548377381
9.95	0.05	0.6492562108579896
10.00	0.05	0.6402999396672081
10.04	0.05	0.6328129573833848
10.08	0.05	0.6261801813544827
10.11	0.05	0.6212382855601488
10.12	0.05	0.6195625840996606
10.13	0.05	0.6178761405208739
10.14	0.05	0.6161694520916975
10.15	0.05	0.6144472057592127
10.18	0.05	0.6091834630715421
